Task,ExpTime,iStrideCt,iStrideLeg,iStrideUse,iHS1,cTO,cHS,iTO,iHS2,iA2_Target,iA2_Actual,iA2_Decr,iA2_Success,iA2_Time,iHipAng1_MinSt,iHipAng1_MaxSw,iHipAngVel1_MaxStSw,iHipPow1_H1,iHipPow1_H2,iHipPow1_H3,cHipAng1_MaxSt,cHipAng1_MinSw,iHipAng2_MinSt,iHipAng2_MaxSw,iKneeAng1_IC,iKneeAng1_MaxSw,iKneeAngVel1_MaxSw,iKneeMom1_MaxSt,iKneePow1_K2,iKneePow1_K3,iAnkAng1_iA2,iAnkleAng1_MaxSt,iAnkleAng1_MinStSw,iAnkAngVel1_iA2,iAnkleAngVel1_MinSt,iAnkMom1_iA2,iAnkleMom1_MinSt,iGRF_AP_brake,iGRF_AP_propel,iGRF_VT_F1,iGRF_VT_F2,iGRF_VT_F3,iFT_COPreldisp_cTO,iFT_COPreldisp_cHS,iFT_COPreldisp_iA2,iDLS1_Time,iDLS2_Time,iSLS_Time,iSwing_Time,iStep_Time,cStep_Time,iStep_Length,iStep_Length_LL,cStep_Length,cStep_Length_LL,StepLengthSym,iDLS1_TimeGC,iDLS2_TimeGC,iSLS_TimeGC,iSwing_TimeGC,iStep_TimeGC,cStep_TimeGC
SSWS,0.3,1,L,1,0,0.22,0.54,0.74,1.1,4.05070815086365,3.58661985397339,3.58661985397339,0,0.66,-7.82257127761841,26.1298236846924,147.812072753906,0.310520499944687,-0.264178812503815,0.603427469730377,25.6032829284668,-8.4713773727417,-3.45734453201294,5.72958517074585,10.091667175293,69.2029800415039,365.515502929688,0.533446311950684,0.235969111323357,-0.898587286472321,11.9843368530273,17.2383880615234,-15.8279495239258,-177.407623291016,-295.410797119141,-1.06501507759094,-1.34079146385193,-1.29106146475865,1.41493887571579,10.2779419957809,7.52008556085841,9.31670741908737,41.5318912174327,74.0970384292135,84.4349631754903,0.22,0.2,0.32,0.36,0.56,0.54,0.544668078422546,0.671874581250838,0.526972964406013,0.64440959970775,0.0165121652767491,20,18.1818181818182,29.0909090909091,32.7272727272727,50.9090909090909,49.0909090909091
SSWS,1.4,2,L,1,0,0.2,0.56,0.78,1.1,4.05070815086365,3.51160717010498,3.51160717010498,0,0.68,-8.83480453491211,24.5501194000244,148.069046020508,0.297004640102386,-0.294469594955444,0.569765508174896,25.3563995361328,-11.4980535507202,-3.73388695716858,6.13056898117065,9.18728256225586,68.1352157592773,387.362426757813,0.574804425239563,0.278390854597092,-0.763847589492798,10.5607986450195,17.0631408691406,-16.8139419555664,-176.237945556641,-274.628845214844,-1.04129123687744,-1.36152350902557,-1.46315990045065,1.47672302308823,10.2215514238194,7.4518630937491,9.32291580672208,36.8128303522425,74.3974267449703,84.7659659664311,0.2,0.22,0.36,0.32,0.54,0.56,0.5357546210289,0.660879397778369,0.546685844659805,0.668515521892489,-0.0100986834633442,18.1818181818182,20,32.7272727272727,29.0909090909091,49.0909090909091,50.9090909090909
SSWS,2.5,3,L,1,0,0.2,0.56,0.78,1.12,4.05070815086365,3.81478118896484,3.81478118896484,0,0.68,-7.81015729904175,25.5329322814941,146.496047973633,0.242732167243958,-0.231485620141029,0.441027492284775,26.5882968902588,-9.73629283905029,-3.41572546958923,5.82857656478882,7.15196752548218,69.8154296875,373.787475585938,0.631355702877045,0.321591317653656,-0.721489071846008,9.46861267089844,17.429931640625,-16.1963195800781,-213.648635864258,-296.342224121094,-0.953095853328705,-1.34932780265808,-1.59683074030118,1.62966056070432,10.4651257222969,7.5109174324273,9.1895021771818,37.5420854989109,76.8333530085156,85.2972065438075,0.2,0.22,0.36,0.34,0.56,0.56,0.538407951593399,0.664152410155202,0.569061249494553,0.695877315849245,-0.0276786910832739,17.8571428571429,19.6428571428571,32.1428571428571,30.3571428571429,50,50
SSWS,3.62,4,L,1,0,0.22,0.56,0.76,1.12,4.05070815086365,4.0730094909668,4.0730094909668,1,0.68,-8.03247833251953,25.1392478942871,147.009323120117,0.35301074385643,-0.291776567697525,0.537844836711884,26.0904960632324,-10.726001739502,-3.39898657798767,6.19125652313232,7.82808065414429,69.4067764282227,367.350799560547,0.538112223148346,0.286840975284576,-1.0203765630722,10.5831985473633,18.0057678222656,-17.7126312255859,-218.478729248047,-319.582427978516,-0.990807175636292,-1.34827256202698,-1.38652359706095,1.50599982927862,10.2180227059864,7.38027668243612,9.199464576352,37.1784182831107,72.9049412985998,84.2725389638396,0.22,0.2,0.34,0.36,0.56,0.56,0.547106981277466,0.674883086612684,0.545060262084007,0.666527676048931,0.00187399796679414,19.6428571428571,17.8571428571429,30.3571428571428,32.1428571428572,50,50
SSWS,4.74,5,L,1,0,0.2,0.54,0.74,1.08,4.05070815086365,4.04941987991333,4.04941987991333,0,0.66,-7.31292390823364,25.5470371246338,150.887924194336,0.222958341240883,-0.285000443458557,0.591030359268188,25.5031700134277,-9.22378349304199,-3.26695203781128,5.45004653930664,6.96935844421387,69.5090560913086,364.365325927734,0.529491662979126,0.265784293413162,-1.07599973678589,9.45886993408203,16.8984756469727,-17.8208618164063,-221.076141357422,-321.546813964844,-0.974353134632111,-1.34317076206207,-1.43035537036998,1.44689049243188,10.2061837428008,7.55962681439356,9.20982631965353,39.6583045592028,76.8522063719433,85.4110585639688,0.2,0.2,0.34,0.34,0.54,0.54,0.515042960643768,0.635330556751055,0.540243119001389,0.660637026138448,-0.0238799306118904,18.5185185185185,18.5185185185185,31.4814814814815,31.4814814814815,50,50
SSWS,5.82,6,L,1,0,0.22,0.56,0.76,1.12,4.05070815086365,3.80866599082947,3.80866599082947,0,0.68,-9.84177398681641,24.6183795928955,151.40446472168,0.304883390665054,-0.299141258001328,0.602276265621185,25.1620578765869,-10.022629737854,-3.61215829849243,5.89309453964233,8.24519062042236,67.5541610717773,370.253112792969,0.500689923763275,0.2838154733181,-0.859510540962219,9.14690399169922,16.1392822265625,-17.9656448364258,-200.269775390625,-298.153198242188,-1.0126827955246,-1.34820210933685,-1.28139095345878,1.54821887516788,9.79269116695452,7.72266347353455,9.25175656993897,41.2476456534837,77.7481760986082,85.2251048416794,0.22,0.2,0.34,0.36,0.56,0.56,0.551210999488831,0.679945592800292,0.560058787465096,0.684868643024206,-0.00796187215754097,19.6428571428571,17.8571428571429,30.3571428571428,32.1428571428572,50,50
SSWS,6.94,7,L,1,0,0.199999999999999,0.52,0.72,1.04,4.05070815086365,4.19178009033203,4.19178009033203,1,0.64,-6.91442728042603,26.4339962005615,147.616271972656,0.254948437213898,-0.230058595538139,0.470839023590088,25.5490875244141,-8.29134845733643,-3.34964728355408,5.44502305984497,8.33499717712402,70.1712341308594,362.981719970703,0.572271704673767,0.298622995615005,-1.03444254398346,9.12659454345703,17.3144378662109,-17.6803436279297,-237.762634277344,-326.814910888672,-0.948880136013031,-1.35203444957733,-1.48574835506972,1.54311343273218,10.0828199793975,7.4076865327249,9.24346134416662,38.8853205656125,77.3818586147258,85.3786437214002,0.199999999999999,0.2,0.32,0.32,0.52,0.52,0.494993656873703,0.610598764842308,0.538374468684196,0.658351944579752,-0.0419800173215841,19.2307692307692,19.2307692307692,30.7692307692308,30.7692307692308,50,50
SSWS,7.98,8,L,1,0,0.219999999999999,0.539999999999999,0.74,1.12,4.05070815086365,3.95373868942261,3.95373868942261,0,0.66,-8.48483085632324,25.5247631072998,157.247604370117,0.341343969106674,-0.301427602767944,0.471414774656296,25.8042964935303,-10.2607040405273,-2.71483278274536,6.5904860496521,11.1516571044922,71.0220184326172,347.391571044922,0.522815763950348,0.331783086061478,-0.972708702087402,11.1204452514648,18.1465606689453,-13.7869567871094,-226.937774658203,-308.617126464844,-0.929061949253082,-1.32301139831543,-1.41828338281572,1.454933477608,9.9252813701001,7.49512920316413,9.0556096880858,39.8873277358222,71.1512243993091,85.9079717231035,0.219999999999999,0.200000000000001,0.32,0.379999999999999,0.58,0.539999999999999,0.571038335561752,0.704403576752455,0.526759445667267,0.644148498030321,0.0403342861969659,19.6428571428571,17.857142857143,28.5714285714286,33.9285714285714,51.7857142857143,48.2142857142857
SSWS,9.1,9,L,1,0,0.200000000000001,0.540000000000001,0.74,1.06,4.05070815086365,3.5497784614563,3.5497784614563,0,0.66,-6.5984992980957,25.5746192932129,141.334564208984,0.294534921646118,-0.276878118515015,0.61279171705246,25.0848331451416,-6.78939008712769,-2.87757539749146,6.13846683502197,8.34463691711426,68.8489685058594,373.912536621094,0.634252965450287,0.339009612798691,-1.33588564395905,6.60384368896484,16.1602554321289,-17.493408203125,-251.34504699707,-305.205108642578,-0.789832949638367,-1.30801510810852,-1.3843064419778,1.4245975701401,10.3397405001049,7.3788387785119,9.03077172002338,38.0231706774708,79.0253664103459,85.91522282641,0.200000000000001,0.199999999999999,0.34,0.32,0.52,0.540000000000001,0.514737516641617,0.634953776709832,0.534840792417526,0.654030783794837,-0.019153669242584,18.867924528302,18.8679245283018,32.0754716981132,30.188679245283,49.0566037735848,50.9433962264152
SSWS,10.16,10,L,1,0,0.220000000000001,0.539999999999999,0.74,1.06,4.05070815086365,3.85330629348755,3.85330629348755,0,0.66,-6.21732616424561,26.7872924804688,148.515243530273,0.246880128979683,-0.288714617490768,0.76399427652359,26.6717147827148,-6.73821210861206,-3.62013649940491,4.92598533630371,7.22727489471436,70.4243011474609,381.826934814453,0.663926899433136,0.382020473480225,-1.19271850585938,12.6087188720703,19.4651031494141,-14.2606201171875,-214.334442138672,-317.257934570313,-0.965623617172241,-1.29357647895813,-1.48468008743078,1.40422306789959,10.4852678627973,7.24560361692412,9.08260075713951,36.2632653909123,69.4454450067582,82.6155637803465,0.220000000000001,0.200000000000001,0.319999999999999,0.32,0.520000000000001,0.539999999999999,0.515132755041122,0.635441322510076,0.522052109241486,0.638392125338135,-0.00667128343137661,20.7547169811321,18.867924528302,30.1886792452829,30.188679245283,49.056603773585,50.943396226415
