Step Count,iA2,A2_Success,iHipFlexion_max,iHip_Extension_max,cHipFlexion_max,cHip_Extension_max,iSingle_Support,cSingle_Support,iSL,cSL,SLS,iAPGRF_max,cAPGRF_max,iVGRF_max,cVGRF_max
17,2.258057833,0,26.02417755,-5.785201073,27.6599884,-3.255002737,0.420000076,0.420000076,0.499637097,0.526643813,-0.02631513,1.295829535,1.32536602,9.849063873,10.37064171
18,2.156020641,0,26.73724365,-6.892636299,27.63845444,-2.754567623,0.440000534,0.459999084,0.48134312,0.533666134,-0.051549297,1.319200635,1.201377153,9.851340294,10.2862606
19,2.139795303,0,26.19145584,-5.815832615,27.68928909,-3.127816439,0.460000992,0.459999084,0.486056864,0.514958262,-0.02887209,1.297483206,1.17488265,10.12514687,10.22382069
20,2.07451725,0,26.22399712,-7.44602108,28.22010422,-5.158447742,0.440000534,0.460000992,0.525829315,0.561547458,-0.032847992,1.458086133,1.576207876,10.05867958,9.942350388
21,1.887281179,0,26.77218246,-7.917672157,27.2774601,-4.059679031,0.479999542,0.440000534,0.499035269,0.541329622,-0.040653384,1.453210115,1.234298587,9.404679298,10.54576492
22,1.916183949,0,25.72481155,-8.612731934,28.93676949,-4.767288208,0.440000534,0.440000534,0.521405399,0.538628817,-0.016247983,1.39423871,1.442613482,9.995947838,10.16844177
23,1.832805991,0,26.12825966,-7.824709415,27.52293587,-5.183756351,0.460000992,0.439998627,0.51656431,0.547048628,-0.028661101,1.336932421,1.305537581,9.564435959,9.979800224
24,1.846699357,0,25.97704315,-9.337245941,28.3438549,-3.052387714,0.460000992,0.439998627,0.502652466,0.557524323,-0.051757271,1.416371226,1.362722754,9.997735023,10.22162247
25,2.25468111,0,27.51267624,-5.917535305,29.34459305,-6.114336967,0.459999084,0.460000992,0.516918123,0.549436927,-0.030495288,1.349336267,1.326574683,10.11143494,9.683013916
26,2.351779699,0,27.70892525,-6.4183321,28.22750092,-4.132115364,0.440000534,0.460000992,0.503757894,0.529607177,-0.025014667,1.300814629,1.259430766,9.888409615,10.44373035
27,2.104424238,0,26.32864571,-7.233078003,29.18013573,-4.213421822,0.439998627,0.479999542,0.515858531,0.530215025,-0.013724173,1.334275007,1.335466146,10.0003376,10.31894302
28,2.207628965,0,26.80113792,-6.179196835,27.48560143,-5.377594948,0.460002899,0.420001984,0.542438567,0.541138113,0.00120015,1.422359824,1.41379571,9.966899872,10.20904064
29,2.113639832,0,25.91199875,-7.162944794,28.15057945,-4.840907097,0.439998627,0.460002899,0.509921968,0.52850455,-0.017894942,1.213287234,1.261625886,9.986174583,10.25895691
30,1.981735945,0,25.77299881,-7.832611084,27.57735443,-5.560103416,0.459999084,0.439998627,0.509786785,0.514332175,-0.004438342,1.231996417,1.215752602,9.820203781,9.933901787
31,1.86748898,0,27.23896217,-7.226557732,28.08256912,-5.605928421,0.439998627,0.440002441,0.51706785,0.541569889,-0.023144875,1.348493099,1.367183089,10.03435993,10.03446484
32,1.95257628,0,26.27442932,-8.749158859,28.82085419,-3.268428087,0.439998627,0.439998627,0.508907318,0.54890281,-0.037809708,1.325250149,1.287537456,9.969634056,10.20262051
33,2.250518322,0,26.9506588,-6.944024086,28.27965736,-4.027099133,0.460002899,0.439998627,0.5187186,0.516712844,0.001937121,1.307470202,1.336227894,10.2501545,9.815700531
34,2.109179497,0,27.00282288,-6.368449688,28.63915825,-3.774687767,0.459999084,0.460002899,0.4860394,0.502884746,-0.017034012,1.147325158,1.18141818,9.956319809,9.956503868
35,2.28993988,0,26.62919617,-6.56068325,28.73911476,-3.42594552,0.439998627,0.459999084,0.493908137,0.525157213,-0.030664448,1.371249676,1.234091878,10.04610157,9.980793953
36,2.167612553,0,27.29307175,-7.780854225,28.55247879,-4.13616991,0.440002441,0.459999084,0.526499331,0.530541122,-0.003823686,1.335693717,1.464937091,10.35785484,9.951914787
37,2.259392738,0,27.26665115,-6.186594963,29.34385872,-3.896124363,0.479999542,0.459999084,0.517142296,0.55156821,-0.032212572,1.316823363,1.278123975,10.02297878,10.35690212
38,1.667218566,0,26.88310814,-6.790065289,26.70719528,-4.673390388,0.460002899,0.419998169,0.514000475,0.514584959,-0.00056824,1.271277785,1.234949231,10.08800793,10.31879902
39,2.194653749,0,25.87831116,-6.791167736,29.16277313,-4.765091419,0.439998627,0.480003357,0.514018595,0.534979165,-0.01998152,1.190213323,1.314265609,10.36366749,10.32649422
40,2.299645662,0,27.58203506,-7.311429024,28.82614136,-5.635777473,0.439998627,0.439998627,0.550327361,0.548441291,0.001716531,1.354876637,1.489375591,9.9395895,9.882661819
41,2.228065252,0,27.78957558,-6.361706257,29.94328308,-5.581420898,0.440002441,0.440002441,0.531799912,0.52846539,0.003144988,1.231972218,1.299882412,9.925132751,10.18404293
42,2.538582087,0,27.7328701,-5.404083252,30.37010193,-1.395896792,0.419998169,0.479999542,0.518593788,0.524957418,-0.006098053,1.269050002,1.287233591,10.44849968,9.949438095
43,2.081086636,0,27.61158752,-7.980052471,28.38541603,-3.890821218,0.460002899,0.440002441,0.549028277,0.535644412,0.012339082,1.299380898,1.403447986,9.876443863,9.905589104
44,2.005862951,0,27.54302788,-8.814351082,30.01417351,-4.508524895,0.439998627,0.459999084,0.503571749,0.564376235,-0.056935812,1.442583203,1.269551873,9.967869759,9.962412834
45,1.931425929,0,27.77612114,-7.939458847,28.3613205,-5.156999111,0.459999084,0.480003357,0.5200755,0.561904073,-0.0386593,1.305367589,1.268504381,9.978446007,9.946489334
46,2.255505562,0,28.23592186,-6.874182701,28.64708328,-3.54375124,0.439998627,0.459999084,0.498494178,0.543315172,-0.043022261,1.395258427,1.255580902,9.797111511,10.00832272
47,2.281009436,0,26.60242462,-7.53449297,28.70079422,-4.249824047,0.440002441,0.459999084,0.523309708,0.539959013,-0.015658606,1.384581804,1.306748033,10.03166103,10.40668869
48,2.251869917,0,26.87535286,-7.619976044,28.50109863,-4.411716938,0.439998627,0.459999084,0.520145059,0.541074753,-0.019722298,1.339898944,1.327645779,9.960361481,9.968288422
49,2.155961275,0,26.17712975,-6.043010235,28.75513077,-2.617105246,0.460002899,0.459999919,0.498995334,0.532169282,-0.032171341,1.328562856,1.278548598,10.01812744,10.16885471
50,2.315062523,0,27.04436302,-6.330744743,27.3061409,-5.984636784,0.440000057,0.440000057,0.50186646,0.529513001,-0.026805402,1.45026052,1.378267407,9.763513565,9.681999207
51,2.532180309,0,27.30476761,-5.813633919,25.77103615,-4.266127586,0.460000038,0.419999599,0.510843813,0.521048486,-0.009889281,1.321991324,1.363898635,10.02836514,10.02147007
52,2.160983562,0,27.64396286,-6.104123592,27.14801979,-3.267882586,0.439999819,0.420000076,0.491552889,0.505222976,-0.013714304,1.42043829,1.2985183,10.07910347,10.44314098
53,2.252976179,0,26.91196442,-5.740130901,26.59660339,-5.851534843,0.460000038,0.420000076,0.500778198,0.532728612,-0.030914566,1.262974262,1.276473641,9.879377365,9.929064751
54,2.386314392,0,25.91728592,-6.879334927,28.46671295,-4.496710777,0.420000076,0.400000095,0.477225691,0.506764174,-0.030019092,1.346190214,1.192066193,9.676074982,10.57496834
55,2.561453581,1,26.39659309,-6.302381039,28.11035156,-3.741430283,0.420000076,0.43999958,0.483498096,0.508036792,-0.024748192,1.423647046,1.236127615,10.06298447,9.967802048
56,2.508407354,0,27.67788506,-4.947916508,26.81559372,-4.839404106,0.43999958,0.440000534,0.490218878,0.517273188,-0.026853124,1.48347199,1.351115108,9.627133369,9.994823456
57,2.231939316,0,26.98347092,-7.455432415,26.35345078,-4.791831017,0.43999958,0.460000038,0.477288067,0.522648931,-0.045363722,1.354767561,1.184427619,9.938326836,10.10269547
58,2.169311047,0,27.09614182,-6.465391159,27.86131287,-3.744436979,0.460000038,0.479999542,0.502552569,0.538312137,-0.034355635,1.464033604,1.349767566,9.577772141,10.3877058
59,2.246328115,0,26.05018997,-7.353685856,26.80918503,-7.418192387,0.459999084,0.5,0.51301533,0.569775999,-0.05242069,1.409522176,1.318142056,9.942962646,9.914031982
60,2.168074608,0,26.69316101,-8.66759491,28.55436516,-3.252078056,0.479999542,0.460000038,0.517358422,0.569253802,-0.047758878,1.412562251,1.346396208,9.702922821,10.47986794
61,2.343358755,0,25.64118004,-6.721328735,27.49502373,-7.910604954,0.460000038,0.479999542,0.550624013,0.567668319,-0.015241369,1.248013973,1.411065936,10.13140774,9.440620422
62,2.105482101,0,26.17356682,-6.827384949,29.19432831,-5.41758585,0.43999958,0.460000992,0.523428142,0.531941414,-0.008066626,1.354208589,1.325123429,10.07183552,9.523578644
63,1.790458918,0,26.67324066,-7.809511185,27.71633911,-4.441737652,0.459999084,0.459999084,0.530337155,0.541890323,-0.010774923,1.452157617,1.373707414,9.822426796,9.565605164
64,2.286303282,0,26.48578262,-6.217958927,26.30057526,-5.411929607,0.479999542,0.460000992,0.527522027,0.562725544,-0.032289471,1.320653796,1.452653408,10.03366566,10.22462177
65,2.078543425,0,25.00257111,-6.345409393,28.81508636,-3.915615559,0.439998627,0.459999084,0.519531131,0.53760016,-0.017092511,1.353335738,1.405638576,9.776926994,10.12896347
66,1.508562684,0,18.04449844,-2.936824322,29.20473862,-4.455040932,0.459999084,0.380001068,0.513165474,0.54563725,-0.030668391,0.904199421,1.317703366,10.01476002,10.34226513
67,0.746278524,0,14.31887245,-1.539021254,24.75503159,-2.472227812,0.399999619,0.36000061,0.465424746,0.391537666,0.086219744,0.970712543,1.181538582,10.72577477,10.03913593
68,2.289304256,0,18.27961159,0.869925737,17.33817673,-3.105913401,0.319999695,0.300001144,0.373301506,0.321186095,0.075041528,0.865363896,1.015158772,12.31988239,9.614104271
69,1.299025655,0,17.46059418,-2.56622386,14.83675385,-2.709610462,0.340000153,0.319999695,0.400748134,0.39515847,0.007023015,0.937009335,1.128168583,11.51927185,11.50815773
70,1.455915689,0,15.57037449,-1.624878526,19.98870087,0.826983988,0.280000687,0.340000153,0.285036623,0.345374137,-0.095711428,0.727820158,0.8156721,12.69389248,13.94950771
71,1.736197233,0,17.09976387,-0.105416909,19.23241234,1.244145989,0.319999695,0.340000153,0.34161225,0.354245901,-0.018155498,0.777578712,0.515949845,12.22253132,12.17646885
72,1.173312783,0,18.23291397,0.450024635,18.01667976,-0.491259456,0.319999695,0.319999695,0.340219915,0.33640334,0.00564062,0.677425265,0.789874375,12.50086403,11.67720699
73,1.315535903,0,18.81268501,-4.475780487,20.83290863,0.332636476,0.300001144,0.319999695,0.380587518,0.333126754,0.06649827,1.111860514,0.845654249,11.87079811,12.11839104
74,1.212399602,0,18.96464157,-1.113241553,19.37119102,0.598944604,0.359998703,0.340000153,0.33939752,0.412229806,-0.096899466,0.730921149,0.788144708,12.27339935,11.98207092
75,1.747943759,0,23.17891121,-2.569031715,21.92860222,0.78470397,0.319999695,0.379999161,0.350744724,0.333360285,0.025411946,1.131972671,0.622607827,11.95560741,11.97661781
76,1.789015889,0,24.51003075,-17.62283325,20.44144249,-1.136110902,0.340000153,0.640001297,0.350993514,0.418983847,-0.08830173,1.505680561,0.878746033,11.4779644,11.64203453
77,1.903986812,0,29.9405098,-23.76854897,29.72335434,-3.209653378,0.440000534,0.560001373,0.472902387,0.625635922,-0.139033417,2.070273876,1.68943274,9.401519775,12.05492592
78,1.358361125,0,34.88508987,-19.05138969,32.97167969,-18.42632484,0.619998932,0.520000458,0.712436318,0.772830367,-0.040662091,1.287020445,2.121052742,9.701379776,9.790632248
79,1.378166199,0,29.3769989,-9.541321754,35.77975082,-20.86488914,0.520000458,0.520000458,0.662860394,0.586785793,0.060876912,1.063621402,1.582245469,9.345452309,9.777243614
80,1.677601218,0,28.1880188,-10.98875618,37.48686981,-19.84441757,0.520000458,0.459999084,0.617276371,0.463589758,0.142188389,1.61157155,1.588753819,9.696269989,10.96354389
81,1.390299678,0,27.1959343,-9.56334877,28.34337997,-20.00083542,0.580001831,0.540000916,0.675269425,0.596883059,0.061617115,1.39192307,2.094110966,9.935666084,10.11397934
82,0.871203065,0,31.3449192,-25.09379005,27.45486832,-16.24759865,0.520000458,0.719997406,0.570406914,0.529914737,0.036800309,1.833882689,1.365159154,9.494198799,10.7045517
83,0.828474879,0,38.52740097,-21.73707199,29.81885719,-13.67962074,0.619998932,0.619998932,0.623518884,0.735087872,-0.082120148,1.417913556,1.840798736,9.016928673,10.68116665
84,1.49240756,0,27.15138245,-11.30932808,38.40787125,-30.15300751,0.659999847,0.520000458,0.791511893,0.687788427,0.070116571,1.574361086,2.086714029,9.408220291,12.03423214
85,1.014198422,0,25.78479004,-8.490450859,31.95216179,-18.75128555,0.599998474,0.520000458,0.696983576,0.598935783,0.075658869,1.386584044,1.83477509,9.648996353,9.76710701
86,1.315872908,0,25.98029327,-11.31784058,24.05874634,-11.53580189,0.559997559,0.620002747,0.666548729,0.540713668,0.104231741,1.58394742,2.147796154,9.194273949,10.75318813
87,1.683883667,0,25.678545,-9.45619297,22.68838692,-19.35977173,0.620002747,0.520000458,0.649622738,0.5938223,0.044875677,1.56391871,1.888957739,9.443526268,10.67943287
88,1.63706696,0,24.88235474,-8.665667534,24.8622303,-7.828291416,0.5,0.659999847,0.60410887,0.598636329,0.004550042,1.24727571,1.774318218,9.878988266,10.44125462
89,1.421530843,0,23.97133636,-7.45599699,24.82725334,-7.782868385,0.459999084,0.580001831,0.612780988,0.517668843,0.084136546,1.041188717,1.801453114,13.44126225,10.48922729
90,3.312032461,1,30.13645554,-7.452676296,28.82925224,-3.206153154,0.539997101,0.540000916,0.660886288,0.519515991,0.119764507,1.873862505,1.7761271,9.695793152,10.61583328
91,3.430608034,1,27.39841461,-10.57313442,24.16219139,-4.677534103,0.560001373,0.559997559,0.535658717,0.698893428,-0.132221803,2.426091671,1.561783433,10.17945385,10.19370747
92,3.256802559,1,28.68958092,-7.020709038,26.02594566,0.020674353,0.599998474,0.580001831,0.491451055,0.717750192,-0.187147621,2.584813833,1.132954717,10.16653061,13.12907314
93,4.081568718,1,31.86405563,-7.089970589,23.66816711,-5.139830589,0.599998474,0.659999847,0.54932338,0.680024862,-0.106317704,2.179322958,1.442227364,10.6970396,12.87259388
94,2.341614962,0,32.1627655,-8.517386436,25.28066826,-4.039698124,0.619998932,0.599998474,0.542384624,0.665354311,-0.101818103,2.028289318,1.285478234,9.892455101,12.82279205
95,4.231242657,1,30.52102089,-7.698009014,26.45988655,-4.006530285,0.579998016,0.63999939,0.570351422,0.678930938,-0.086913511,2.604951382,1.452523589,10.90458679,11.83783627
96,3.054957151,1,31.36693001,-9.677846909,28.56632614,-3.712646723,0.680000305,0.619998932,0.630055547,0.716403544,-0.064129685,1.862329125,1.702872634,10.53662777,12.30982018
97,2.513272047,0,33.76973724,-6.618701458,27.29068184,-3.495037556,0.579998016,0.579998016,0.554614842,0.668558598,-0.09315421,2.174305439,1.413384676,9.98311615,11.69077206
98,3.557349205,1,29.21848488,-6.676095486,24.29877853,-5.823619366,0.63999939,0.599998474,0.615416646,0.722958803,-0.080352757,2.09273839,1.64261663,10.65975094,11.59135151
99,1.791541576,0,25.65074348,-6.727602005,27.26551628,-3.801286221,0.700000763,0.5,0.536539733,0.726352334,-0.150299939,1.491031051,1.174325466,9.462972641,13.83377361
100,2.230458975,0,21.05470085,-10.01675797,25.15634918,-7.732158661,0.519996643,0.599998474,0.591066837,0.554624557,0.031808111,1.541267157,1.492869258,10.01199532,11.31365967
101,1.762693167,0,19.7077713,-12.45381737,26.81369591,-6.625590801,0.5,0.560005188,0.55623579,0.620890677,-0.054926033,1.556957722,1.555028081,10.24195194,10.22993755
102,1.306345105,0,21.34508705,-14.23868084,25.24307442,-6.12793541,0.459999084,0.620002747,0.490769774,0.626849771,-0.121758784,1.161123395,1.414907217,9.993517876,9.686803818
103,2.227471828,0,21.03625298,-10.77660084,25.53588486,-9.000154495,0.440002441,0.599998474,0.566490054,0.55099833,0.013862984,1.295457482,1.548264265,10.09525681,10.64133644
104,1.650398135,0,20.37460899,-9.717885017,26.97398758,-6.958230019,0.459999084,0.599998474,0.581385016,0.588322401,-0.005930872,1.360511541,1.817092419,9.443784714,9.257052422
105,1.841544271,0,22.63831139,-9.337828636,23.67526054,-7.322853565,0.459999084,0.579994202,0.571155488,0.562015474,0.008065874,1.434935093,1.62282002,10.00476646,9.97877121
106,1.807661891,0,20.59642029,-9.537966728,23.94050407,-6.894717693,0.459999084,0.600006104,0.569997013,0.568775296,0.001072837,1.246157885,1.639044523,9.895917892,9.437682152
107,2.163869381,0,20.39941597,-10.06997108,27.58679581,-5.98632288,0.480003357,0.560005188,0.591647089,0.53955847,0.046046997,1.439619899,1.679145098,10.14148808,9.319083214
108,2.18596077,0,23.38074493,-7.390910149,26.2381916,-6.855045319,0.459999084,0.559997559,0.577570319,0.57522583,0.002033741,1.340278864,1.860791087,9.970897675,9.694401741
109,3.693279982,1,30.96004295,-5.819996357,24.14943504,-7.066720009,0.479995728,0.539993286,0.573172331,0.573213696,-3.60834E-05,1.636981487,1.533560753,9.981068611,10.04231739
110,3.915816784,1,30.41744804,-5.698825359,28.00352859,-5.6468606,0.439994812,0.540000916,0.519649267,0.542714655,-0.021711381,1.904836416,1.4005723,9.849257469,9.879059792
111,2.732143402,1,32.55747604,-6.996883869,25.515625,-7.833694935,0.480003357,0.520004272,0.555549383,0.596803367,-0.035799788,1.607615471,1.676205635,9.738416672,9.360003471
112,3.343720913,1,34.79656982,-6.834806442,28.4587059,-8.075220108,0.459999084,0.479995728,0.560747385,0.580934167,-0.017681622,1.804295182,1.610134006,9.387518883,10.29684448
113,3.11640954,1,32.5365181,-6.802362442,29.2370491,-6.687931061,0.480003357,0.480003357,0.503012002,0.602631271,-0.090100733,1.645054221,1.331667185,9.727457047,9.631212234
114,3.560191154,1,34.90733337,-3.451164484,29.8503418,-4.064350128,0.459999084,0.459999084,0.518317163,0.570364714,-0.04780786,1.704351544,1.364627004,9.913970947,9.95823288
115,3.123926878,1,35.87513351,-6.029580116,27.54614639,-3.549353361,0.480003357,0.480003357,0.519760251,0.523179471,-0.003278445,1.66369009,1.330421329,10.16143322,9.873622894
116,3.836144447,1,33.94330215,-6.157412529,28.09572601,-5.184628487,0.480003357,0.460006714,0.554573357,0.55883348,-0.003826205,1.706427693,1.565645933,9.583850861,10.34816837
117,2.524375677,0,29.57906723,-7.351430893,27.41791534,-5.211080551,0.480003357,0.5,0.537298977,0.546317697,-0.008322795,1.363706946,1.368120551,9.773311615,10.64754486
118,2.392032385,0,28.42765427,-5.097729206,28.14769745,-5.423717022,0.459999084,0.460006714,0.539733827,0.527772725,0.011204711,1.453134775,1.404964805,9.383282661,10.05014133
119,2.21259594,0,21.28993988,-7.874928951,27.05505943,-6.490130901,0.439994812,0.540000916,0.524848104,0.536527872,-0.011004364,1.269175887,1.458306789,9.732223511,9.62176609
120,1.651940227,0,20.74119377,-9.649979591,25.45971107,-4.265755653,0.420005798,0.580001831,0.476156116,0.508552432,-0.032899396,1.273337245,1.218105674,9.84553051,10.59259701
121,2.127125025,0,18.6177597,-8.386706352,19.7124424,-5.635252476,0.480003357,0.580001831,0.549887896,0.541632891,0.007562848,1.158055902,1.590018272,9.645513535,9.773564339
122,1.921442628,0,20.32948112,-12.12361622,25.66417694,-7.790677071,0.440002441,0.559997559,0.595182776,0.524899304,0.062748502,1.514338017,1.770079851,9.653120995,9.838589668
123,1.786851287,0,22.07313538,-10.40842247,24.09711266,-5.619989872,0.480003357,0.539993286,0.524289966,0.594837129,-0.063037669,1.296248794,1.504787803,10.0137043,9.514616966
124,1.98989737,0,20.42729378,-10.71703625,22.63266945,-10.79149628,0.5,0.580001831,0.59814775,0.566379607,0.02727986,1.515200257,1.591334462,9.869321823,9.763848305
125,2.575300694,1,21.24000168,-8.198518753,22.80661774,-5.925283432,0.519996643,0.580001831,0.554956615,0.583344877,-0.024939141,1.337470531,1.481418371,9.789053917,9.793229103
126,2.204416752,0,22.55915451,-8.196633339,24.62218666,-8.068744659,0.480003357,0.540000916,0.596135795,0.577494383,0.015883549,1.341790199,1.695990205,9.99022007,10.28219032
127,2.075698376,0,23.4771862,-8.112659454,25.85396004,-6.328828335,0.459999084,0.519996643,0.545722663,0.571047425,-0.022676791,1.465427518,1.521698117,9.956038475,9.47826004
128,2.004734993,0,26.61808395,-7.221773624,26.49365807,-6.64626503,0.459999084,0.459999084,0.55223757,0.573061466,-0.018505211,1.61445117,1.497537971,10.30078506,9.823817253
129,2.545186996,0,25.40186119,-7.155519485,25.27698517,-6.467094898,0.479995728,0.5,0.56000644,0.594202101,-0.029626935,1.451333046,1.53972435,9.836705208,9.737524033
130,2.319697857,0,27.50875473,-6.969582081,27.78451347,-3.428307295,0.480003357,0.459999084,0.522733748,0.560310483,-0.034695476,1.462918997,1.329581738,9.494448662,10.58951378
131,2.186949492,0,25.16252136,-8.373393059,27.66244888,-10.55838585,0.459999084,0.540000916,0.586391807,0.57446748,0.010271983,1.485824227,1.673400521,9.758439064,9.86397171
132,2.220375299,0,26.21165848,-7.896878719,27.77026749,-4.360773563,0.479995728,0.480003357,0.526352406,0.589511454,-0.056601034,1.327631712,1.368263483,9.9156847,10.22638988
133,2.230816126,0,27.98718834,-7.898017406,27.61993217,-6.01183939,0.480003357,0.459999084,0.567562163,0.548590422,0.016997444,1.4325037,1.483375788,9.714921951,9.956072807
134,2.137410402,0,27.13551521,-10.24455261,27.97230339,-5.150846481,0.459999084,0.479995728,0.549300611,0.566963077,-0.015822843,1.509654403,1.482832193,9.642549515,9.47213459
135,2.119903088,0,27.18999481,-7.764051914,27.63558197,-5.605946064,0.5,0.480000019,0.537763715,0.591693282,-0.047748225,1.353357673,1.433397889,10.06574917,9.851735115
136,1.744493723,0,25.81753731,-8.110934258,27.53670692,-6.723022938,0.459999084,0.5,0.55291158,0.568689764,-0.014067551,1.378461719,1.414584398,9.742340088,9.577501297
137,2.413871527,0,27.95419884,-6.925024509,28.56180382,-5.633134365,0.459999979,0.460000038,0.531951845,0.540271044,-0.007758833,1.478344917,1.46809876,9.963025093,9.965553284
138,2.658092737,1,28.23980713,-5.258941174,27.11892509,-4.364322662,0.480000019,0.480000019,0.536419988,0.545756757,-0.008627767,1.610695243,1.38076365,9.635340691,10.23301029
139,2.045914888,0,26.7093544,-6.747158051,29.03841972,-5.606641293,0.440000057,0.5,0.539482772,0.550264001,-0.009893334,1.419911146,1.501202941,9.598412514,10.13969135
140,2.551227331,1,26.542799,-6.064997196,27.18488693,-4.015415668,0.459999561,0.460000038,0.527890623,0.549053371,-0.019650741,1.445637107,1.268215775,9.924978256,10.53281116
141,2.449858189,0,24.81276703,-7.915176868,26.50414276,-7.839634895,0.480000019,0.5,0.573318601,0.564877272,0.007416412,1.303807259,1.477870107,9.738623619,10.43338776
142,2.193538189,0,27.08874702,-7.91552496,27.39602852,-3.838626146,0.480000019,0.460000038,0.554566562,0.528874278,0.023713601,1.406959414,1.49643147,9.607068062,10.06568718
143,2.306099415,0,27.68934631,-6.0867939,28.65821457,-5.225580692,0.440000534,0.5,0.536919713,0.53654027,0.000353477,1.238589644,1.409835696,9.85447979,10.1475811
144,2.34460783,0,27.10840416,-8.111908913,26.52162552,-8.117173195,0.480000496,0.480000496,0.586540282,0.552876055,0.02954515,1.431279898,1.539326191,9.813197136,9.742951393
145,2.016628265,0,26.70056152,-8.848299026,28.89892769,-5.157485485,0.43999958,0.480000496,0.553848684,0.531018019,0.021044673,1.602066755,1.463655591,9.779894829,9.604340553
146,3.346823931,1,31.10557938,-5.693883419,28.06386185,-6.369016171,0.479999542,0.480000019,0.571634233,0.572761714,-0.00098522,1.561888099,1.520305991,9.881139755,10.08589649
147,3.645559072,1,31.23645401,-5.652712822,26.99975967,-5.671284199,0.5,0.460000038,0.536415517,0.589068711,-0.046782703,1.834046245,1.368970037,9.62739563,10.10403824
148,2.896433115,1,32.72510147,-4.117429256,27.03748703,-5.604446411,0.460000038,0.480000019,0.558487177,0.547554553,0.009884459,1.464089274,1.508728743,10.20014477,10.09543133
149,3.464563847,1,32.25624466,-5.607954979,27.5117836,-4.129795551,0.439999938,0.460000038,0.483886153,0.499648035,-0.016025759,1.737148285,1.171906114,9.728761673,10.48382568
150,3.125978947,1,32.6994133,-6.845684052,25.89146042,-4.621328831,0.480000019,0.460000038,0.536213994,0.524743259,0.010811684,1.600697517,1.498631954,9.659467697,9.716480255
151,2.533329487,0,29.00003052,-6.75074482,28.52080154,-4.313328266,0.440000057,0.459999561,0.524131,0.502876818,0.020695248,1.328519106,1.514879107,9.797483444,9.738461494
152,3.307526827,1,32.81304169,-5.487734318,28.23935699,-5.228127956,0.440000057,0.5,0.515521407,0.552944303,-0.035024892,1.797986627,1.460250378,9.647729874,10.0060873
